Sample_ID	JG_OTU	Group
ZDP_0761b	Zmm-LR-TTHB-usa	ZMMLR
ZDP_0695b	Zmm-LR-TTHB-usa-ND	ZMMLR
ZDP_0831a	Zmm-LR-TTHP-Can	ZMMLR
ZDP_0314a	Zmm-LR-TUSI-Ecu-ZAMO-1	ZMMLR
ZDP_1464a	Zmm-LR-TUSI-Ecu-ZAMO-2	ZMMLR
ZDP_0064a	Zmm-LR-TUSN-Bra	ZMMLR
ZDP_0263b	Zmm-LR-TUSN-Cub-HOLG-1	ZMMLR
ZDP_1039a	Zmm-LR-TUSN-Cub-HOLG-2	ZMMLR
ZDP_0931b	Zmm-LR-TUSN-Tri-SAGU	ZMMLR
S1842	Zmm-LR-TUSN-Tri-SANG-1	ZMMLR
ZDP_1099b	Zmm-LR-TUSN-Tri-SANG-2	ZMMLR
ZDP_0825a	Zmm-LR-TUSN-Ven-AMAN	ZMMLR
ZDP_0827a	Zmm-LR-TUSN-Ven-BOQU	ZMMLR
ZDP_0807b	Zmm-LR-TUSN-Ven-CHUR	ZMMLR
ZDP_0876b	Zmm-LR-TUSN-Ven-MONA	ZMMLR
S1478	Zmm-LR-TUXN-Mex-APOL-1	ZMMLR
ZDP_1190a	Zmm-LR-TUXN-Mex-APOL-2	ZMMLR
ZDP_1462a	Zmm-LR-TUXN-Mex-APOL-3	ZMMLR
ZDP_0930b	Zmm-LR-TUXN-Mex-GUAD	ZMMLR
S1439	Zmm-LR-TUXN-Mex-JANO-1	ZMMLR
ZDP_0170a	Zmm-LR-TUXN-Mex-JANO-2	ZMMLR
S1569	Zmm-LR-TUXN-Mex-LLER-1	ZMMLR
ZDP_0950b	Zmm-LR-TUXN-Mex-LLER-2	ZMMLR
ZDP_0538a	Zmm-LR-TUXN-Mex-NADA	ZMMLR
ZDP_1027a	Zmm-LR-TUXN-Mex-SAUC	ZMMLR
ZDP_0303a	Zmm-LR-TUXP-Ecu-MANA-1	ZMMLR
ZDP_0334a	Zmm-LR-TUXP-Ecu-MANA-2	ZMMLR
ZDP_0450a	Zmm-LR-TUXP-Ecu-MANA-3	ZMMLR
ZDP_0443a	Zmm-LR-TUXP-Ecu-RIOS	ZMMLR
ZDP_0480a	Zmm-LR-TUXP-Gua-SAYA-1	ZMMLR
ZDP_0539b	Zmm-LR-TUXP-Gua-SAYA-2	ZMMLR
ZDP_0488a	Zmm-LR-TUXP-Mex-ACAT	ZMMLR
S1821	Zmm-LR-TUXP-Mex-GUTI-1	ZMMLR
ZDP_0927b	Zmm-LR-TUXP-Mex-GUTI-2	ZMMLR
ZDP_0660b	Zmm-LR-TUXP-Mex-MATA	ZMMLR
ZDP_0937b	Zmm-LR-TUXP-Mex-PALM	ZMMLR
ZDP_0928a	Zmm-LR-TUXP-Mex-TEXI	ZMMLR
ZDP_0902b	Zmm-LR-TUXP-Mex-URSU	ZMMLR
ZDP_0897b	Zmm-LR-TUXP-Ven-LARA	ZMMLR
ZDP_0843b	Zmm-LR-TUXP-Ven-PALO	ZMMLR
ZDP_0828b	Zmm-LR-TUXP-Ven-PORT-1	ZMMLR
ZDP_0906a	Zmm-LR-TUXP-Ven-PORT-2_s	ZMMLR
ZDP_0386a	Zmm-LR-UCHI-Ecu-LOJA-1	ZMMLR
ZDP_0419a	Zmm-LR-UCHI-Ecu-LOJA-2	ZMMLR
ZDP_0439a	Zmm-LR-UCHI-Ecu-LOJA-3	ZMMLR
ZDP_0441a	Zmm-LR-UCHI-Ecu-LOJA-4	ZMMLR
ZDP_0070a	Zmm-LR-UCHU-Bol-CHUQ-1	ZMMLR
ZDP_0126a	Zmm-LR-UCHU-Bol-CHUQ-2	ZMMLR
ZDP_0120a	Zmm-LR-UCHU-Bol-SANT-1	ZMMLR
ZDP_0145a	Zmm-LR-UCHU-Bol-SANT-2	ZMMLR
ZDP_1106a	Zmm-LR-UCHU-Per-SAND-1	ZMMLR
ZDP_1110b	Zmm-LR-UCHU-Per-SAND-2	ZMMLR
ZDP_1164a	Zmm-LR-UCHU-Per-SAND-3	ZMMLR
ZDP_1166a	Zmm-LR-UCHU-Per-SAND-4	ZMMLR
ZDP_1167a	Zmm-LR-UCHU-Per-SAND-5	ZMMLR
ZDP_1037a	Zmm-LR-VAND-Mex-ESCU-1	ZMMLR
ZDP_1046a	Zmm-LR-VAND-Mex-ESCU-2	ZMMLR
ZDP_0228b	Zmm-LR-VAND-Mex-MAPA-1	ZMMLR
ZDP_0996a	Zmm-LR-VAND-Mex-MAPA-2	ZMMLR
ZDP_0226a	Zmm-LR-VAND-Mex-PAVA-1	ZMMLR
ZDP_0227a	Zmm-LR-VAND-Mex-PAVA-2	ZMMLR
ZDP_0654b	Zmm-LR-WDEN-usa-AR	ZMMLR
ZDP_0745a	Zmm-LR-WDEN-usa-MO-1	ZMMLR
ZDP_0796b	Zmm-LR-WDEN-usa-MO-2	ZMMLR
ZDP_0652b	Zmm-LR-WDEN-usa-VA-1	ZMMLR
ZDP_0686b	Zmm-LR-WDEN-usa-VA-2	ZMMLR
ZDP_0713b	Zmm-LR-WDEN-usa-VA-3	ZMMLR
ZDP_0712b	Zmm-LR-WHUL-usa-IL-1	ZMMLR
ZDP_0719b	Zmm-LR-WHUL-usa-IL-2	ZMMLR
ZDP_0697b	Zmm-LR-WINN-usa-NE-1	ZMMLR
ZDP_0736b	Zmm-LR-WINN-usa-NE-2	ZMMLR
ZDP_0757a	Zmm-LR-WINN-usa-NE-3	ZMMLR
ZDP_0715b	Zmm-LR-WMPF-usa-NY	ZMMLR
ZDP_0668b	Zmm-LR-WOST-usa	ZMMLR
ZDP_0658b	Zmm-LR-WRIC-usa-IA	ZMMLR
ZDP_0709b	Zmm-LR-WRIF-usa-RI	ZMMLR
ZDP_0657b	Zmm-LR-YANK-usa-SD	ZMMLR
ZDP_0094b	Zmm-LR-YGNO-Bol	ZMMLR
ZDP_0075a	Zmm-LR-YGNO-Bol-CHUQ	ZMMLR
ZDP_0099b	Zmm-LR-YGNO-Bol-LAPA	ZMMLR
ZDP_0104b	Zmm-LR-YGNO-Bol-SANT	ZMMLR
ZDP_0292a	Zmm-LR-YGNO-Ecu-LOJA	ZMMLR
ZDP_0374a	Zmm-LR-YGNO-Ecu-SANT	ZMMLR
ZDP_0357a	Zmm-LR-YGNO-Ecu-ZAMO-1	ZMMLR
ZDP_0358a	Zmm-LR-YGNO-Ecu-ZAMO-2	ZMMLR
ZDP_0716b	Zmm-LR-YJEL-usa	ZMMLR
ZDP_0377a	Zmm-LR-YNQA-Ecu-MORO-1	ZMMLR
ZDP_0388a	Zmm-LR-YNQA-Ecu-MORO-2	ZMMLR
ZDP_1080a	Zmm-LR-YNQA-Ecu-MORO-3	ZMMLR
ZDP_0452a	Zmm-LR-YNQA-Ecu-ZAMO	ZMMLR
ZDP_0387a	Zmm-LR-YNQV-Ecu-MORO-1	ZMMLR
ZDP_0454a	Zmm-LR-YNQV-Ecu-MORO-2	ZMMLR
ZDP_0636b	Zmm-LR-YNQV-Ecu-MORO-3	ZMMLR
ZDP_0431a	Zmm-LR-YNQV-Ecu-ZAMO	ZMMLR
ZDP_0694b	Zmm-LR-YPRL-usa-IA-1	ZMMLR
ZDP_0702b	Zmm-LR-YPRL-usa-IA-2	ZMMLR
ZDP_0893b	Zmm-LR-YUCA-Col-ARME-1	ZMMLR
ZDP_0903a	Zmm-LR-YUCA-Col-ARME-2	ZMMLR
ZDP_0884b	Zmm-LR-YUCA-Col-LERI	ZMMLR
ZDP_0912b	Zmm-LR-YUCA-Col-PIED	ZMMLR
ZDP_0298a	Zmm-LR-YUNG-Ecu-MALD	ZMMLR
ZDP_0378a	Zmm-LR-YUNG-Ecu-NAPO-1	ZMMLR
ZDP_0590a	Zmm-LR-YUNG-Ecu-NAPO-2	ZMMLR
ZDP_0599a	Zmm-LR-YUNG-Ecu-NAPO-3	ZMMLR
ZDP_0391a	Zmm-LR-ZAMO-Mex-ALBA	ZMMLR
ZDP_1470a	Zmm-LR-ZAMO-Mex-TEPA	ZMMLR
ZDP_0550a	Zmm-LR-ZAMO-Mex-VIBO	ZMMLR
ZDP_0362a	Zmm-LR-ZAMO-Mex-ZAMO	ZMMLR
ZDP_1038a	Zmm-LR-ZAPC-Mex-AZTE	ZMMLR
ZDP_0244b	Zmm-LR-ZAPC-Mex-COMA	ZMMLR
ZDP_0463a	Zmm-LR-ZAPC-Mex-NILT-1	ZMMLR
ZDP_0475a	Zmm-LR-ZAPC-Mex-NILT-2	ZMMLR
ZDP_0569a	Zmm-LR-ZAPC-Mex-NILT-3	ZMMLR
ZDP_0535a	Zmm-LR-ZAPC-Mex-REFO	ZMMLR
ZDP_0464a	Zmm-LR-ZAPC-Mex-TEHU	ZMMLR
ZDP_0243a	Zmm-LR-ZAPG-Mex	ZMMLR
ZDP_0235a	Zmm-LR-ZAPG-Mex-ESCU-1	ZMMLR
ZDP_0239a	Zmm-LR-ZAPG-Mex-ESCU-2	ZMMLR
ZDP_0246b	Zmm-LR-ZAPG-Mex-ROSE	ZMMLR
ZDP_0730a	Zmm-LR-ZIAP-usa-NM-1	ZMMLR
ZDP_0784b	Zmm-LR-ZIAP-usa-NM-2	ZMMLR
ZDP_0737b	Zmm-LR-ZUNI-usa-ND	ZMMLR
BKN_012	Zmm-MR01-S4-ARAG_f	ZMMMR
BKN_023	Zmm-MR01-S5-ARAG_f	ZMMMR
BKN_014	Zmm-MR02-S6-ASSI_f	ZMMMR
BKN_029	Zmm-MR03-S5-BOLI_f	ZMMMR
BKN_024	Zmm-MR04-S5-CANI_f	ZMMMR
BKN_019	Zmm-MR05-S5-CTTO_f	ZMMMR
BKN_033	Zmm-MR06-S5-CHAP_f	ZMMMR
BKN_031	Zmm-MR07-S5-COMI_f	ZMMMR
BKN_034	Zmm-MR08-S5-COST_f	ZMMMR
BKN_032	Zmm-MR09-S5-CRVR_f	ZMMMR
BKN_027	Zmm-MR10-S5-CRNO_f	ZMMMR
BKN_020	Zmm-MR11-S5-CFLI_f	ZMMMR
BKN_015	Zmm-MR12-S6-HAVA_f	ZMMMR
BKN_016	Zmm-MR14-S5-LONF_f	ZMMMR
BKN_028	Zmm-MR15-S5-PAJA_f	ZMMMR
BKN_021	Zmm-MR16-S6-PEPI_f	ZMMMR
BKN_026	Zmm-MR17-S5-PISA_f	ZMMMR
BKN_022	Zmm-MR18-S5-REVE_f	ZMMMR
BKN_017	Zmm-MR19-S6-SDOM_f	ZMMMR
BKN_018	Zmm-MR20-S6-SHOE_f	ZMMMR
BKN_035	Zmm-MR21-S5-TABL_f	ZMMMR
BKN_025	Zmm-MR22-S5-TUXP_f	ZMMMR
BKN_030	Zmm-MR23-S5-ZAPC_f	ZMMMR
BKN_009	Zmm-MR24-S4-CHUL_f	ZMMMR
BKN_010	Zmm-MR25-S4-PORO_f	ZMMMR
BKN_011	Zmm-MR26-S4-POLL_f	ZMMMR
BKN_013	Zmm-MR28-S4-CTTS_f	ZMMMR
CU0001	Zmm-IL-33-16_f	ZMMIL
S1607	Zmm-IL-38-11	ZMMIL
CU0002	Zmm-IL-4226_f	ZMMIL
CU0003	Zmm-IL-4722_f	ZMMIL
S1643	Zmm-IL-A188	ZMMIL
CU0004	Zmm-IL-A214N_f	ZMMIL
S1644	Zmm-IL-A239	ZMMIL
CU0005	Zmm-IL-A272_f	ZMMIL
S1630	Zmm-IL-A441-5_s	ZMMIL
S1615	Zmm-IL-A554	ZMMIL
CU0006	Zmm-IL-A556_f	ZMMIL
S1617	Zmm-IL-A6	ZMMIL
S1645	Zmm-IL-A619	ZMMIL
S1646	Zmm-IL-A632	ZMMIL
CU0007	Zmm-IL-A634_f	ZMMIL
CU0008	Zmm-IL-A641_f	ZMMIL
CU0009	Zmm-IL-A654_f	ZMMIL
CU0010	Zmm-IL-A659_f	ZMMIL
CU0011	Zmm-IL-A661_f	ZMMIL
S1647	Zmm-IL-A679	ZMMIL
CU0012	Zmm-IL-A680_f	ZMMIL
S1648	Zmm-IL-A682	ZMMIL
CU0013	Zmm-IL-Ab28A_f	ZMMIL
CU0014	Zmm-IL-B10_f	ZMMIL
CU0015	Zmm-IL-B103_f	ZMMIL
S1642	Zmm-IL-B104	ZMMIL
S1649	Zmm-IL-B105	ZMMIL
CU0016	Zmm-IL-B109_f	ZMMIL
CU0017	Zmm-IL-B115_f	ZMMIL
S1650	Zmm-IL-B14A	ZMMIL
CU0018	Zmm-IL-B164_f	ZMMIL
S1651	Zmm-IL-B2	ZMMIL
S1633	Zmm-IL-B37	ZMMIL
CU0019	Zmm-IL-B46_f	ZMMIL
CU0020	Zmm-IL-B52_f	ZMMIL
CU0021	Zmm-IL-B57_f	ZMMIL
CU0022	Zmm-IL-B64_f	ZMMIL
CU0023	Zmm-IL-B68_f	ZMMIL
S1623	Zmm-IL-B73	ZMMIL
SYN042	Zmm-IL-B73_v	ZMMIL
CU0024	Zmm-IL-B73Htrhm_f	ZMMIL
CU0025	Zmm-IL-B75_f	ZMMIL
CU0026	Zmm-IL-B76_f	ZMMIL
CU0027	Zmm-IL-B77_f	ZMMIL
CU0028	Zmm-IL-B79_f	ZMMIL
S1652	Zmm-IL-B84	ZMMIL
S1624	Zmm-IL-B97	ZMMIL
SYN049	Zmm-IL-B97_v	ZMMIL
S1605	Zmm-IL-C103	ZMMIL
S1653	Zmm-IL-C123	ZMMIL
CU0029	Zmm-IL-C49A_f	ZMMIL
CU0030	Zmm-IL-CH701-30_f	ZMMIL
CU0031	Zmm-IL-CH9_f	ZMMIL
CU0032	Zmm-IL-CI.7_f	ZMMIL
CU0033	Zmm-IL-CI187-2_f	ZMMIL
CU0034	Zmm-IL-CI21E_f	ZMMIL
CU0035	Zmm-IL-CI28A_f	ZMMIL
CU0036	Zmm-IL-CI31A_f	ZMMIL
CU0037	Zmm-IL-CI3A_f	ZMMIL
S1654	Zmm-IL-CI64	ZMMIL
CU0038	Zmm-IL-CI66_f	ZMMIL
CU0039	Zmm-IL-CI90C_f	ZMMIL
CU0040	Zmm-IL-CI91B_f	ZMMIL
S1603	Zmm-IL-CM105	ZMMIL
S1601	Zmm-IL-CM174	ZMMIL
CU0041	Zmm-IL-CM37_f	ZMMIL
CU0042	Zmm-IL-CM7_f	ZMMIL
CU0043	Zmm-IL-CML10_f	ZMMIL
SYN064	Zmm-IL-CML103_v	ZMMIL
CU0044	Zmm-IL-CML108_f	ZMMIL
CU0045	Zmm-IL-CML11_f	ZMMIL
CU0046	Zmm-IL-CML14_f	ZMMIL
CU0047	Zmm-IL-CML154Q_f	ZMMIL
CU0048	Zmm-IL-CML157Q_f	ZMMIL
CU0049	Zmm-IL-CML158Q_f	ZMMIL
CU0050	Zmm-IL-CML218_f	ZMMIL
CU0051	Zmm-IL-CML220_f	ZMMIL
SYN070	Zmm-IL-CML228_v	ZMMIL
CU0052	Zmm-IL-CML238_f	ZMMIL
SYN072	Zmm-IL-CML247_v	ZMMIL
CU0053	Zmm-IL-CML254_f	ZMMIL
CU0054	Zmm-IL-CML258_f	ZMMIL
CU0055	Zmm-IL-CML261_f	ZMMIL
CU0056	Zmm-IL-CML264_f	ZMMIL
SYN077	Zmm-IL-CML277_v	ZMMIL
CU0057	Zmm-IL-CML281_f	ZMMIL
CU0058	Zmm-IL-CML287_f	ZMMIL
CU0059	Zmm-IL-CML311_f	ZMMIL
CU0060	Zmm-IL-CML314_f	ZMMIL
CU0061	Zmm-IL-CML321_f	ZMMIL
SYN083	Zmm-IL-CML322_v	ZMMIL
CU0062	Zmm-IL-CML323_f	ZMMIL
CU0063	Zmm-IL-CML328_f	ZMMIL
CU0064	Zmm-IL-CML331_f	ZMMIL
CU0065	Zmm-IL-CML332_f	ZMMIL
SYN088	Zmm-IL-CML333_v	ZMMIL
CU0066	Zmm-IL-CML341_f	ZMMIL
CU0067	Zmm-IL-CML38_f	ZMMIL
CU0068	Zmm-IL-CML45_f	ZMMIL
CU0069	Zmm-IL-CML5_f	ZMMIL
SYN094	Zmm-IL-CML52_v	ZMMIL
CU0070	Zmm-IL-CML61_f	ZMMIL
SYN096	Zmm-IL-CML69_v	ZMMIL
CU0071	Zmm-IL-CML77_f	ZMMIL
CU0072	Zmm-IL-CML91_f	ZMMIL
CU0073	Zmm-IL-CML92_f	ZMMIL
S1637	Zmm-IL-CMV3	ZMMIL
CU0074	Zmm-IL-CO106_f	ZMMIL
CU0075	Zmm-IL-CO125_f	ZMMIL
CU0076	Zmm-IL-CO255_f	ZMMIL
CU0077	Zmm-IL-D940Y_f	ZMMIL
CU0078	Zmm-IL-DE_2_f	ZMMIL
CU0079	Zmm-IL-DE_3_f	ZMMIL
CU0080	Zmm-IL-DE1_f	ZMMIL
CU0081	Zmm-IL-DE811_f	ZMMIL
CU0082	Zmm-IL-E2558W_f	ZMMIL
CU0083	Zmm-IL-EP1_f	ZMMIL
CU0084	Zmm-IL-F2834T_f	ZMMIL
S1621	Zmm-IL-F44	ZMMIL
CU0085	Zmm-IL-F6_f	ZMMIL
CU0086	Zmm-IL-F7_f	ZMMIL
CU0087	Zmm-IL-GA209_f	ZMMIL
S1655	Zmm-IL-GT112	ZMMIL
CU0088	Zmm-IL-H105W_f	ZMMIL
CU0089	Zmm-IL-H49_f	ZMMIL
CU0090	Zmm-IL-H84_f	ZMMIL
CU0091	Zmm-IL-H91_f	ZMMIL
S1610	Zmm-IL-H95	ZMMIL
S1656	Zmm-IL-H99	ZMMIL
CU0092	Zmm-IL-Hi27_f	ZMMIL
S1616	Zmm-IL-HP301	ZMMIL
SYN130	Zmm-IL-HP301_v	ZMMIL
CU0093	Zmm-IL-Hy_f	ZMMIL
S1626	Zmm-IL-I137TN	ZMMIL
CU0094	Zmm-IL-I205_f	ZMMIL
S1851	Zmm-IL-I29_s	ZMMIL
S1661	Zmm-IL-IA2132	ZMMIL
CU0095	Zmm-IL-Ia5125_f	ZMMIL
S1628	Zmm-IL-IDS28	ZMMIL
CU0096	Zmm-IL-IDS69_f	ZMMIL
CU0097	Zmm-IL-IDS91_f	ZMMIL
S1638	Zmm-IL-IL101	ZMMIL
S0795	Zmm-IL-IL14H_a	ZMMIL
S1606	Zmm-IL-IL14H_b	ZMMIL
SYN140	Zmm-IL-IL14H_v	ZMMIL
CU0098	Zmm-IL-Il677a_f	ZMMIL
CU0099	Zmm-IL-K148_f	ZMMIL
CU0100	Zmm-IL-K4_f	ZMMIL
S1639	Zmm-IL-K55	ZMMIL
CU0101	Zmm-IL-K64_f	ZMMIL
SYN146	Zmm-IL-Ki11_v	ZMMIL
CU0102	Zmm-IL-Ki14_f	ZMMIL
CU0103	Zmm-IL-Ki2021_f	ZMMIL
CU0104	Zmm-IL-Ki21_f	ZMMIL
SYN150	Zmm-IL-Ki3_v	ZMMIL
CU0105	Zmm-IL-Ki44_f	ZMMIL
S1657	Zmm-IL-Ky21	ZMMIL
SYN153	Zmm-IL-Ky21_v	ZMMIL
CU0106	Zmm-IL-KY226_f	ZMMIL
CU0107	Zmm-IL-KY228_f	ZMMIL
CU0108	Zmm-IL-L317_f	ZMMIL
CU0109	Zmm-IL-L578_f	ZMMIL
CU0110	Zmm-IL-M14_f	ZMMIL
SYN162	Zmm-IL-M162W_v	ZMMIL
SYN163	Zmm-IL-M37W_v	ZMMIL
CU0111	Zmm-IL-MEF156-55-2_f	ZMMIL
S1627	Zmm-IL-Mo17	ZMMIL
SYN164	Zmm-IL-Mo17_v	ZMMIL
SYN165	Zmm-IL-Mo18W_v	ZMMIL
CU0112	Zmm-IL-MO1W_f	ZMMIL
CU0113	Zmm-IL-Mo24W_f	ZMMIL
CU0114	Zmm-IL-Mo44_f	ZMMIL
CU0115	Zmm-IL-Mo45_f	ZMMIL
CU0116	Zmm-IL-Mo46_f	ZMMIL
CU0117	Zmm-IL-Mo47_f	ZMMIL
CU0118	Zmm-IL-MoG_f	ZMMIL
CU0119	Zmm-IL-Mp339_f	ZMMIL
CU0120	Zmm-IL-MS1334_f	ZMMIL
CU0121	Zmm-IL-MS153_f	ZMMIL
SYN172	Zmm-IL-MS71_v	ZMMIL
CU0122	Zmm-IL-Mt42_f	ZMMIL
S1631	Zmm-IL-N192	ZMMIL
CU0123	Zmm-IL-N28Ht_f	ZMMIL
CU0124	Zmm-IL-N6_f	ZMMIL
CU0125	Zmm-IL-N7A_f	ZMMIL
CU0126	Zmm-IL-NC222_f	ZMMIL
CU0127	Zmm-IL-NC230_f	ZMMIL
CU0128	Zmm-IL-NC232_f	ZMMIL
CU0129	Zmm-IL-NC236_f	ZMMIL
CU0130	Zmm-IL-NC238_f	ZMMIL
S1658	Zmm-IL-NC250	ZMMIL
S1634	Zmm-IL-NC258	ZMMIL
CU0131	Zmm-IL-NC260_f	ZMMIL
CU0132	Zmm-IL-NC262_f	ZMMIL
CU0133	Zmm-IL-NC264_f	ZMMIL
CU0134	Zmm-IL-NC290A_f	ZMMIL
CU0135	Zmm-IL-NC294_f	ZMMIL
CU0136	Zmm-IL-NC296_f	ZMMIL
CU0137	Zmm-IL-NC296A_f	ZMMIL
CU0138	Zmm-IL-NC298_f	ZMMIL
S1640	Zmm-IL-NC300	ZMMIL
CU0139	Zmm-IL-NC302_f	ZMMIL
CU0140	Zmm-IL-NC304_f	ZMMIL
CU0141	Zmm-IL-NC306_f	ZMMIL
CU0142	Zmm-IL-NC310_f	ZMMIL
CU0143	Zmm-IL-NC314_f	ZMMIL
CU0144	Zmm-IL-NC318_f	ZMMIL
CU0145	Zmm-IL-NC320_f	ZMMIL
CU0146	Zmm-IL-NC324_f	ZMMIL
CU0147	Zmm-IL-NC326_f	ZMMIL
CU0148	Zmm-IL-NC328_f	ZMMIL
CU0149	Zmm-IL-NC33_f	ZMMIL
CU0150	Zmm-IL-NC336_f	ZMMIL
CU0151	Zmm-IL-NC338_f	ZMMIL
CU0152	Zmm-IL-NC340_f	ZMMIL
CU0153	Zmm-IL-NC342_f	ZMMIL
CU0154	Zmm-IL-NC344_f	ZMMIL
CU0155	Zmm-IL-NC346_f	ZMMIL
CU0156	Zmm-IL-NC348_f	ZMMIL
SYN195	Zmm-IL-NC350_v	ZMMIL
S1629	Zmm-IL-NC352	ZMMIL
CU0157	Zmm-IL-NC354_f	ZMMIL
CU0158	Zmm-IL-NC356_f	ZMMIL
SYN199	Zmm-IL-NC358_v	ZMMIL
CU0159	Zmm-IL-NC360_f	ZMMIL
CU0160	Zmm-IL-NC362_f	ZMMIL
CU0161	Zmm-IL-NC364_f	ZMMIL
CU0162	Zmm-IL-NC366_f	ZMMIL
CU0163	Zmm-IL-NC368_f	ZMMIL
CU0164	Zmm-IL-ND246_f	ZMMIL
CU0165	Zmm-IL-Oh40B_f	ZMMIL
S1609	Zmm-IL-Oh43	ZMMIL
SYN209	Zmm-IL-Oh43_v	ZMMIL
CU0166	Zmm-IL-Oh43E_f	ZMMIL
CU0167	Zmm-IL-Oh603_f	ZMMIL
S1659	Zmm-IL-Oh7B	ZMMIL
SYN212	Zmm-IL-Oh7B_v	ZMMIL
CU0168	Zmm-IL-Os420_f	ZMMIL
S1660	Zmm-IL-P39	ZMMIL
SYN214	Zmm-IL-P39_v	ZMMIL
CU0169	Zmm-IL-Pa762_f	ZMMIL
CU0170	Zmm-IL-Pa875_f	ZMMIL
CU0171	Zmm-IL-Pa880_f	ZMMIL
CU0172	Zmm-IL-Pa91_f	ZMMIL
CU0173	Zmm-IL-R109B_f	ZMMIL
CU0174	Zmm-IL-R168_f	ZMMIL
CU0175	Zmm-IL-R177_f	ZMMIL
CU0176	Zmm-IL-R229_f	ZMMIL
CU0177	Zmm-IL-R4_f	ZMMIL
S0569	Zmm-IL-SA24	ZMMIL
CU0178	Zmm-IL-SC213R_f	ZMMIL
CU0179	Zmm-IL-SC357_f	ZMMIL
S1635	Zmm-IL-SC55	ZMMIL
CU0180	Zmm-IL-SD44_f	ZMMIL
CU0181	Zmm-IL-Sg1533_f	ZMMIL
S1625	Zmm-IL-Sg18	ZMMIL
CU0182	Zmm-IL-T232_f	ZMMIL
CU0183	Zmm-IL-T234_f	ZMMIL
S1613	Zmm-IL-T8	ZMMIL
SYN240	Zmm-IL-Tx303_v	ZMMIL
S1662	Zmm-IL-Tx601	ZMMIL
CU0184	Zmm-IL-Tzi10_f	ZMMIL
CU0185	Zmm-IL-Tzi11_f	ZMMIL
CU0186	Zmm-IL-Tzi16_f	ZMMIL
CU0187	Zmm-IL-Tzi18_f	ZMMIL
CU0188	Zmm-IL-Tzi25_f	ZMMIL
SYN247	Zmm-IL-Tzi8_v	ZMMIL
CU0189	Zmm-IL-Tzi9_f	ZMMIL
CU0190	Zmm-IL-U267Y_f	ZMMIL
CU0191	Zmm-IL-VA102_f	ZMMIL
CU0192	Zmm-IL-Va14_f	ZMMIL
CU0193	Zmm-IL-Va17_f	ZMMIL
CU0194	Zmm-IL-Va22_f	ZMMIL
S1604	Zmm-IL-Va26	ZMMIL
CU0195	Zmm-IL-Va35_f	ZMMIL
CU0196	Zmm-IL-Va59_f	ZMMIL
CU0197	Zmm-IL-Va85_f	ZMMIL
CU0198	Zmm-IL-Va99_f	ZMMIL
CU0199	Zmm-IL-VaW6_f	ZMMIL
S0088	Zmm-IL-W117Ht	ZMMIL
S0351	Zmm-IL-W153R	ZMMIL
S1602	Zmm-IL-W182B	ZMMIL
WB0022a	Zmm-IL-W22_a	ZMMIL
CU0200	Zmm-IL-W22_R-r:std_f	ZMMIL
SYN262	Zmm-IL-W22-Rrstd_v	ZMMIL
S0398	Zmm-IL-W64A_a	ZMMIL
S1636	Zmm-IL-W64A_b_s	ZMMIL
CU0201	Zmm-IL-WD_f	ZMMIL
S0215	Zmm-IL-Wf9	ZMMIL
CU0202	Zmm-IL-Yu796_NS_f	ZMMIL
